SizeID,ShapeID,DimDepth,DimDepthImperial,DimWidth,DimWidthImperial,DimWeight,DimWeightImperial,DimWeightMetric,DimThickness,DimThicknessImperial,DimGage,DimGageImperial,DimDiameter,DimDiameterImperial,DimComment,SizeUnits,BaseWeight,UnitWeight,XSectionalArea,Depth,FlangeWidth,FlangeThickness,WebThickness,KDistance,AdjustedK,UsualGage,SecondaryGage,AxisXXS,InsideDiameter,OutsideDiameter,WallThickness,CalcRevaluation,RevaluationLength1,RevaluationLength2,RevaluationLength3,RevaluationPrice1,RevaluationPrice2,RevaluationPrice3,ChargeLength,CalcScrap,ScrapWidth,ScrapLength,ScrapPrice,Kerf,KerfRipCut,KerfCrossCut,KerfInternalCut,TrimLeadingWidth,TrimLeadingLength,TrimTrailingWidth,TrimTrailingLength,ClampAllowanceFromPart,ValidCombiningScrapPercentage,FirstCutCost,FirstCutCharge,AdditionalCutCost,AdditionalCutCharge,DimensionSizesImperial,DimensionSizesImperial_Reverse,DimensionSizesImperial_EDI,Dim1Imperial,Dim1SortValue,Dim2Imperial,Dim2SortValue,Dim3Imperial,Dim3SortValue,Dim4Imperial,Dim4SortValue,Dim5Imperial,Dim5SortValue,Dim6Imperial,Dim6SortValue,SortOrder,SortOrder_Reverse,ProNestDesignation,SigmaNestDesignation,ERPDesignation
415,85,152.40030480061,152.40030480061,152.40030480061,152.40030480061,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,,29167.95495793664,3722.5880903374714,,,,,25.4000508001016,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.817373634747,,0.0,,,,,0.0,,311.1506223012446,1.0,0.0,0.0,0.0,0.0,0.0,6 x 6 x 1/2,,6X6X1/2,6,152.4003,6,152.4003,8.0,12.700025,,,,,,,111616.0,,,,A
417,85,152.40030480061,152.40030480061,152.40030480061,152.40030480061,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,0.0,22173.598411900806,2825.8121032371096,,,,,22.2250444500889,,,,,,,,%,,,,,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,6 x 6 x 3/8,,6X6X3/8,6,152.4003,6,152.4003,6.0,9.5250191,,,,,,,109568.0,,,,A
418,85,152.40030480061,152.40030480061,152.40030480061,152.40030480061,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,0.0,18453.19599379665,2367.746670977213,,,,,20.6502413004826,,,,,,,,%,24384.0487680975,,,50.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,6 x 6 x 5/16,,6X6X5/16,6,152.4003,6,152.4003,5.0,7.9375159,,,,,,,108544.0,,,,B
420,85,152.40030480061,152.40030480061,101.600203200406,101.600203200406,,,,19.0500381000762,19.0500381000762,,,,,,Imperial,0.0,35120.5988269033,4477.4283096953295,,,,,31.750063500127,,,,,,,,%,24384.0487680975,,,1.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,6 x 4 x 3/4,,6X4X3/4,6,152.4003,4,101.6002,12.0,19.050038,,,,,,,105600.0,,,,D
421,85,152.40030480061,152.40030480061,101.600203200406,101.600203200406,,,,15.8750317500635,15.8750317500635,,,,,,Imperial,0.0,29763.219344833306,3780.652722595768,,,,,28.702057404114807,,,,,,,,%,24384.0487680975,,,1.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,6 x 4 x 5/8,,6X4X5/8,6,152.4003,4,101.6002,10.0,15.875032,,,,,,,105472.0,,,,D
423,85,152.40030480061,152.40030480061,101.600203200406,101.600203200406,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,0.0,24108.207669314972,3064.5222580767745,,,,,25.4000508001016,,,,,,,,%,24384.0487680975,,,50.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,6 x 4 x 1/2,,6X4X1/2,6,152.4003,4,101.6002,8.0,12.700025,,,,,,,103424.0,,,,B
425,85,152.40030480061,152.40030480061,101.600203200406,101.600203200406,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,,18304.37989707248,2329.0369161383487,,,,,22.2250444500889,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.817373634747,,0.0,,,,,0.0,,311.1506223012446,1.0,0.0,0.0,0.0,0.0,0.0,6 x 4 x 3/8,,6X4X3/8,6,152.4003,4,101.6002,6.0,9.5250191,,,,,,,101376.0,,,,A
426,85,152.40030480061,152.40030480061,101.600203200406,101.600203200406,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,,15328.057962589151,1954.8426193626583,,,,,20.6502413004826,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.817373634747,,0.0,,,,,0.0,,311.1506223012446,1.0,0.0,0.0,0.0,0.0,0.0,6 x 4 x 5/16,,6X4X5/16,6,152.4003,4,101.6002,5.0,7.9375159,,,,,,,100352.0,,,,A
427,85,152.40030480061,152.40030480061,88.90017780035562,88.90017780035562,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,,22768.86279879748,2903.2316129148394,,,,,25.4000508001016,,,,,,,,%,24384.0487680975,0.0,0.0,1.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,6 x 3 1/2 x 1/2,,6X3-1/2X1/2,6,152.4003,3.5,88.900178,8.0,12.700025,,,,,,,98432.0,,,,D
428,85,152.40030480061,152.40030480061,88.90017780035562,88.90017780035562,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,,17411.48331672748,2219.3592774282324,,,,,22.2250444500889,,,,,,,,%,24384.0487680975,0.0,0.0,50.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,6 x 3 1/2 x 3/8,,6X3-1/2X3/8,6,152.4003,3.5,88.900178,6.0,9.5250191,,,,,,,98304.0,,,,B
429,85,152.40030480061,152.40030480061,88.90017780035562,88.90017780035562,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,,14583.977478968318,1864.5198580719743,,,,,20.6502413004826,,,,,,,,%,24384.0487680975,0.0,0.0,50.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,6 x 3 1/2 x 5/16,,6X3-1/2X5/16,6,152.4003,3.5,88.900178,5.0,7.9375159,,,,,,,97280.0,,,,B
430,85,127.000254000508,127.000254000508,127.000254000508,127.000254000508,,,,22.2250444500889,22.2250444500889,,,,,,Imperial,0.0,40477.97830897329,5161.300645181936,,,,,35.052070104140206,,,,,,,,%,24384.0487680975,,,25.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,5 x 5 x 7/8,,5X5X7/8,5,127.00025,5,127.00025,14.0,22.225044,,,,,,,95360.0,,,,C
431,85,127.000254000508,127.000254000508,127.000254000508,127.000254000508,,,,19.0500381000762,19.0500381000762,,,,,,Imperial,0.0,35120.5988269033,4503.23481292124,,,,,31.750063500127,,,,,,,,%,24384.0487680975,,,1.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,5 x 5 x 3/4,,5X5X3/4,5,127.00025,5,127.00025,12.0,19.050038,,,,,,,95232.0,,,,D
432,85,127.000254000508,127.000254000508,127.000254000508,127.000254000508,,,,15.8750317500635,15.8750317500635,,,,,,Imperial,,29763.219344833306,3806.4592258216776,,,,,28.702057404114807,,,,,,,,%,24384.0487680975,0.0,0.0,25.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,5 x 5 x 5/8,,5X5X5/8,5,127.00025,5,127.00025,10.0,15.875032,,,,,,,94208.0,,,,C
433,85,127.000254000508,127.000254000508,127.000254000508,127.000254000508,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,0.0,24108.207669314972,3090.328761302684,,,,,25.4000508001016,,,,,,,,%,24384.0487680975,,,50.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,5 x 5 x 1/2,,5X5X1/2,5,127.00025,5,127.00025,8.0,12.700025,,,,,,,93184.0,,,,B
435,85,127.000254000508,127.000254000508,127.000254000508,127.000254000508,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,,18304.37989707248,2354.8434193642584,,,,,22.2250444500889,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.817373634747,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,5 x 5 x 3/8,,5X5X3/8,5,127.00025,5,127.00025,6.0,9.5250191,,,,,,,91136.0,,,,A
436,85,127.000254000508,127.000254000508,127.000254000508,127.000254000508,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,,15328.057962589151,1980.649122588568,,,,,20.6502413004826,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,5 x 5 x 5/16,,5X5X5/16,5,127.00025,5,127.00025,5.0,7.9375159,,,,,,,90112.0,,,,A
437,85,127.000254000508,127.000254000508,88.90017780035562,88.90017780035562,,,,19.0500381000762,19.0500381000762,,,,,,Imperial,0.0,29465.587151384967,3774.20109678929,,,,,30.226060452120905,,,,,,,,%,24384.0487680975,,,1.0,,,0.0,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,5 x 3 1/2 x 3/4,,5X3-1/2X3/4,5,127.00025,3.5,88.900178,12.0,19.050038,,,,,,,88192.0,,,,D
438,85,127.000254000508,127.000254000508,88.90017780035562,88.90017780035562,,,,15.8750317500635,15.8750317500635,,,,,,Imperial,0.0,25001.104249659973,3180.651522593368,,,,,26.924053848107697,,,,,,,,%,24384.0487680975,,,1.0,,,0.0,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,5 x 3 1/2 x 5/8,,5X3-1/2X5/8,5,127.00025,3.5,88.900178,10.0,15.875032,,,,,,,88064.0,,,,D
439,85,127.000254000508,127.000254000508,88.90017780035562,88.90017780035562,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,,20238.989154486648,2580.650322590968,,,,,23.8252476504953,,,,,,,,%,24384.0487680975,0.0,0.0,25.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,5 x 3 1/2 x 1/2,,5X3-1/2X1/2,5,127.00025,3.5,88.900178,8.0,12.700025,,,,,,,87040.0,,,,C
440,85,127.000254000508,127.000254000508,88.90017780035562,88.90017780035562,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,,15476.874059313315,1967.745870975613,,,,,20.6502413004826,,,,,,,,%,24384.0487680975,0.0,0.0,50.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,5 x 3 1/2 x 3/8,,5X3-1/2X3/8,5,127.00025,3.5,88.900178,6.0,9.5250191,,,,,,,84992.0,,,,B
441,85,127.000254000508,127.000254000508,88.90017780035562,88.90017780035562,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,,12947.000415002485,1651.6162064582195,,,,,19.0500381000762,,,,,,,,%,24384.0487680975,0.0,0.0,25.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,5 x 3 1/2 x 5/16,,5X3-1/2X5/16,5,127.00025,3.5,88.900178,5.0,7.9375159,,,,,,,83968.0,,,,C
442,85,127.000254000508,127.000254000508,88.90017780035562,88.90017780035562,,,,6.3500127000254,6.3500127000254,,,,,,Imperial,0.0,10417.126770691655,1335.486541940826,,,,,17.4752349504699,,,,,,,,%,24384.0487680975,,,50.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,5 x 3 1/2 x 1/4,,5X3-1/2X1/4,5,127.00025,3.5,88.900178,4.0,6.3500127,,,,,,,82944.0,,,,B
443,85,127.000254000508,127.000254000508,76.2001524003048,76.2001524003048,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,,19048.460380693316,2419.359677429032,,,,,23.8252476504953,,,,,,,,%,24384.0487680975,0.0,0.0,50.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,5 x 3 x 1/2,,5X3X1/2,5,127.00025,3,76.200152,8.0,12.700025,,,,,,,80896.0,,,,B
445,85,127.000254000508,127.000254000508,76.2001524003048,76.2001524003048,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,,14583.977478968318,1845.164980652542,,,,,20.6502413004826,,,,,,,,%,24384.0487680975,0.0,0.0,50.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,5 x 3 x 3/8,,5X3X3/8,5,127.00025,3,76.200152,6.0,9.5250191,,,,,,,78848.0,,,,B
446,85,127.000254000508,127.000254000508,76.2001524003048,76.2001524003048,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,0.0,12202.919931381653,1554.8418193610582,,,,,19.0500381000762,,,,,,,,%,24384.0487680975,,,50.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,5 x 3 x 5/16,,5X3X5/16,5,127.00025,3,76.200152,5.0,7.9375159,,,,,,,77824.0,,,,B
447,85,127.000254000508,127.000254000508,76.2001524003048,76.2001524003048,,,,6.3500127000254,6.3500127000254,,,,,,Imperial,,9821.86238379499,1251.6154064566194,,,,,17.4752349504699,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,5 x 3 x 1/4,,5X3X1/4,5,127.00025,3,76.200152,4.0,6.3500127,,,,,,,76800.0,,,,A
448,85,101.600203200406,101.600203200406,101.600203200406,101.600203200406,,,,19.0500381000762,19.0500381000762,,,,,,Imperial,,27530.977893970805,3509.6844387237165,,,,,28.702057404114807,,,,,,,,%,24384.0487680975,0.0,0.0,25.0,0.0,0.0,0.0,,,2436.817373634747,,3.1750063500127,,,,,0.0,,311.1506223012446,1.0,0.0,0.0,0.0,0.0,0.0,4 x 4 x 3/4,,4X4X3/4,4,101.6002,4,101.6002,12.0,19.050038,,,,,,,74880.0,,,,C
449,85,101.600203200406,101.600203200406,101.600203200406,101.600203200406,,,,15.8750317500635,15.8750317500635,,,,,,Imperial,,23364.127185694146,2974.1994967860905,,,,,25.4000508001016,,,,,,,,%,24384.0487680975,0.0,0.0,50.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,4 x 4 x 5/8,,4X4X5/8,4,101.6002,4,101.6002,10.0,15.875032,,,,,,,74752.0,,,,B
450,85,101.600203200406,101.600203200406,101.600203200406,101.600203200406,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,,19048.460380693316,2419.359677429032,,,,,22.2250444500889,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,4 x 4 x 1/2,,4X4X1/2,4,101.6002,4,101.6002,8.0,12.700025,,,,,,,73728.0,,,,A
452,85,101.600203200406,101.600203200406,101.600203200406,101.600203200406,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,,14583.977478968318,1845.164980652542,,,,,19.0500381000762,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,4 x 4 x 3/8,,4X4X3/8,4,101.6002,4,101.6002,6.0,9.5250191,,,,,,,71680.0,,,,A
453,85,101.600203200406,101.600203200406,101.600203200406,101.600203200406,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,,12202.919931381653,1548.3901935545807,,,,,17.4752349504699,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.817373634747,,0.0,,,,,0.0,,355.6007112014224,1.0,0.0,0.0,0.0,0.0,0.0,4 x 4 x 5/16,,4X4X5/16,4,101.6002,4,101.6002,5.0,7.9375159,,,,,,,70656.0,,,,A
454,85,101.600203200406,101.600203200406,101.600203200406,101.600203200406,,,,6.3500127000254,6.3500127000254,,,,,,Imperial,,9821.86238379499,1245.163780650142,,,,,15.8750317500635,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.817373634747,,0.0,,,,,0.0,,311.1506223012446,1.0,0.0,0.0,0.0,0.0,0.0,4 x 4 x 1/4,,4X4X1/4,4,101.6002,4,101.6002,4.0,6.3500127,,,,,,,69632.0,,,,A
455,85,101.600203200406,101.600203200406,88.90017780035562,88.90017780035562,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,0.0,17709.115510175816,2258.0690322670966,,,,,22.2250444500889,,,,,,,,%,24384.0487680975,,,25.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,4 x 3 1/2 x 1/2,,4X3-1/2X1/2,4,101.6002,3.5,88.900178,8.0,12.700025,,,,,,,66688.0,,,,C
456,85,101.600203200406,101.600203200406,88.90017780035562,88.90017780035562,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,,13542.264801899151,1729.0357161359484,,,,,19.0500381000762,,,,,,,,%,24384.0487680975,0.0,0.0,50.0,0.0,0.0,0.0,,,2436.817373634747,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,4 x 3 1/2 x 3/8,,4X3-1/2X3/8,4,101.6002,3.5,88.900178,6.0,9.5250191,,,,,,,66560.0,,,,B
457,85,101.600203200406,101.600203200406,88.90017780035562,88.90017780035562,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,,11458.83944776082,1451.6158064574197,,,,,17.4752349504699,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.817373634747,,0.0,,,,,0.0,,311.1506223012446,1.0,0.0,0.0,0.0,0.0,0.0,4 x 3 1/2 x 5/16,,4X3-1/2X5/16,4,101.6002,3.5,88.900178,5.0,7.9375159,,,,,,,65536.0,,,,A
458,85,101.600203200406,101.600203200406,88.90017780035562,88.90017780035562,,,,6.3500127000254,6.3500127000254,,,,,,Imperial,0.0,9226.597996898325,1174.1958967788903,,,,,15.8750317500635,,,,,,,,%,24384.0487680975,,,25.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,4 x 3 1/2 x 1/4,,4X3-1/2X1/4,4,101.6002,3.5,88.900178,4.0,6.3500127,,,,,,,64512.0,,,,C
459,85,101.600203200406,101.600203200406,76.2001524003048,76.2001524003048,,,,15.8750317500635,15.8750317500635,,,,,,Imperial,0.0,20238.989154486648,2574.1986967844905,,,,,25.4000508001016,,,,,,,,%,24384.0487680975,,,25.0,,,0.0,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,4 x 3 x 5/8,,4X3X5/8,4,101.6002,3,76.200152,10.0,15.875032,,,,,,,63488.0,,,,C
460,85,101.600203200406,101.600203200406,76.2001524003048,76.2001524003048,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,0.0,16518.586736382484,2096.778387105161,,,,,22.2250444500889,,,,,,,,%,24384.0487680975,,,25.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,4 x 3 x 1/2,,4X3X1/2,4,101.6002,3,76.200152,8.0,12.700025,,,,,,,62464.0,,,,C
461,85,101.600203200406,101.600203200406,76.2001524003048,76.2001524003048,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,,12649.368221554152,1606.4548258128775,,,,,19.0500381000762,,,,,,,,%,24384.048768097535,0.0,0.0,50.0,0.0,0.0,0.0,,,2132.016764033528,,0.0,,,,,0.0,,355.6007112014224,1.0,0.0,0.0,0.0,0.0,0.0,4 x 3 x 3/8,,4X3X3/8,4,101.6002,3,76.200152,6.0,9.5250191,,,,,,,60416.0,,,,B
462,85,101.600203200406,101.600203200406,76.2001524003048,76.2001524003048,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,0.0,10714.758964139988,1348.3897935537807,,,,,17.4752349504699,,,,,,,,%,24384.0487680975,,,25.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,4 x 3 x 5/16,,4X3X5/16,4,101.6002,3,76.200152,5.0,7.9375159,,,,,,,59392.0,,,,C
463,85,101.600203200406,101.600203200406,76.2001524003048,76.2001524003048,,,,6.3500127000254,6.3500127000254,,,,,,Imperial,,8631.333610001657,1090.324761294684,,,,,15.8750317500635,,,,,,,,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,4 x 3 x 1/4,,4X3X1/4,4,101.6002,3,76.200152,4.0,6.3500127,,,,,,,58368.0,,,,A
464,85,88.90017780035562,88.90017780035562,88.90017780035562,88.90017780035562,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,,16518.586736382484,2096.778387105161,,,,,22.2250444500889,,,,,,,,%,24384.0487680975,0.0,0.0,25.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,3 1/2 x 3 1/2 x 1/2,,3-1/2X3-1/2X1/2,3.5,88.900178,3.5,88.900178,8.0,12.700025,,,,,,,55424.0,,,,C
466,85,88.90017780035562,88.90017780035562,88.90017780035562,88.90017780035562,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,,12649.368221554152,1612.906451619355,,,,,19.0500381000762,,,,,,,,%,24384.0487680975,0.0,0.0,50.0,0.0,0.0,0.0,,,2436.81737363475,,0.0,,,,,0.0,,311.150622301245,1.0,0.0,0.0,0.0,0.0,0.0,3 1/2 x 3 1/2 x 3/8,,3-1/2X3-1/2X3/8,3.5,88.900178,3.5,88.900178,6.0,9.5250191,,,,,,,55296.0,,,,B
467,85,88.90017780035562,88.90017780035562,88.90017780035562,88.90017780035562,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,0.0,10714.758964139988,1354.8414193602582,,,,,17.4752349504699,,,,,,,,%,24384.0487680975,,,50.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,3 1/2 x 3 1/2 x 5/16,,3-1/2X3-1/2X5/16,3.5,88.900178,3.5,88.900178,5.0,7.9375159,,,,,,,54272.0,,,,B
468,85,88.90017780035562,88.90017780035562,88.90017780035562,88.90017780035562,,,,6.3500127000254,6.3500127000254,,,,,,Imperial,0.0,8631.333610001657,1096.7763871011614,,,,,15.8750317500635,,,,,,,,%,24384.0487680975,,,50.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,3 1/2 x 3 1/2 x 1/4,,3-1/2X3-1/2X1/4,3.5,88.900178,3.5,88.900178,4.0,6.3500127,,,,,,,53248.0,,,,B
469,85,88.90017780035562,88.90017780035562,76.2001524003048,76.2001524003048,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,0.0,15179.241865864984,1948.3909935561808,,,,,22.2250444500889,,,,,,,,%,24384.0487680975,,,25.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,3 1/2 x 3 x 1/2,,3-1/2X3X1/2,3.5,88.900178,3,76.200152,8.0,12.700025,,,,,,,50304.0,,,,C
471,85,88.90017780035562,88.90017780035562,76.2001524003048,76.2001524003048,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,0.0,11756.471641209155,1496.7771871027614,,,,,19.0500381000762,,,,,,,,%,24384.0487680975,,,25.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,3 1/2 x 3 x 3/8,,3-1/2X3X3/8,3.5,88.900178,3,76.200152,6.0,9.5250191,,,,,,,50176.0,,,,C
472,85,88.90017780035562,88.90017780035562,76.2001524003048,76.2001524003048,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,0.0,9821.86238379499,1258.0670322630967,,,,,17.4752349504699,,,,,,,,%,24384.0487680975,,,1.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,3 1/2 x 3 x 5/16,,3-1/2X3X5/16,3.5,88.900178,3,76.200152,5.0,7.9375159,,,,,,,49152.0,,,,D
473,85,88.90017780035562,88.90017780035562,76.2001524003048,76.2001524003048,,,,6.3500127000254,6.3500127000254,,,,,,Imperial,0.0,8036.069223104992,1019.3568774234324,,,,,15.8750317500635,,,,,,,,%,24384.0487680975,,,50.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,3 1/2 x 3 x 1/4,,3-1/2X3X1/4,3.5,88.900178,3,76.200152,4.0,6.3500127,,,,,,,48128.0,,,,B
474,85,88.90017780035562,88.90017780035562,63.500127000254,63.500127000254,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,0.0,13988.713092071652,1787.1003483942452,,,,,22.2250444500889,,,,,,,,%,24384.0487680975,,,1.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,3 1/2 x 2 1/2 x 1/2,,3-1/2X2-1/2X1/2,3.5,88.900178,2.5,63.500127,8.0,12.700025,,,,,,,47104.0,,,,D
475,85,88.90017780035562,88.90017780035562,63.500127000254,63.500127000254,,,,9.5250190500381,9.5250190500381,,,,,,Imperial,,10714.758964139988,1367.744670973213,,,,,19.0500381000762,,,,,,,,%,24384.0487680975,0.0,0.0,1.0,0.0,0.0,0.0,,,2436.817373634747,,0.0,,,,,0.0,,311.1506223012446,1.0,0.0,0.0,0.0,0.0,0.0,3 1/2 x 2 1/2 x 3/8,,3-1/2X2-1/2X3/8,3.5,88.900178,2.5,63.500127,6.0,9.5250191,,,,,,,45056.0,,,,D
476,85,88.90017780035562,88.90017780035562,63.500127000254,63.500127000254,,,,7.93751587503175,7.93751587503175,,,,,,Imperial,0.0,9077.781900174157,1154.841019359458,,,,,17.4752349504699,,,,,,,,%,24384.0487680975,,,1.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,3 1/2 x 2 1/2 x 5/16,,3-1/2X2-1/2X5/16,3.5,88.900178,2.5,63.500127,5.0,7.9375159,,,,,,,44032.0,,,,D
477,85,88.90017780035562,88.90017780035562,63.500127000254,63.500127000254,,,,6.3500127000254,6.3500127000254,,,,,,Imperial,0.0,7291.988739484158,935.4857419392259,,,,,15.8750317500635,,,,,,,,%,24384.0487680975,,,1.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,3 1/2 x 2 1/2 x 1/4,,3-1/2X2-1/2X1/4,3.5,88.900178,2.5,63.500127,4.0,6.3500127,,,,,,,43008.0,,,,D
478,85,76.2001524003048,76.2001524003048,76.2001524003048,76.2001524003048,,,,12.7000254000508,12.7000254000508,,,,,,Imperial,0.0,13988.713092071652,1780.648722587768,,,,,22.2250444500889,,,,,,,,%,24384.0487680975,,,25.0,,,,%,,2436.81737363475,,0.0,,,,,,,311.150622301245,1.0,0.0,,,,,3 x 3 x 1/2,,3X3X1/2,3,76.200152,3,76.200152,8.0,12.700025,,,,,,,41984.0,,,,C
